initial_token,token_with_border
əsasıdı,əsa<>sıd<>ı
ustasıdı,ustasıd<>ı
txminn,txmin<>n
artmı,art<>mı
dabaxgil,dabaxg<>i<>l
hopperin,hopper<>i<>n
keçirmi,keç<>i<>rmi
etdiriri,etd<>i<>riri
vlenskiy,vlenski<>y
ofeq,ofe<>q
qalmamış,qal<>mamış
müessir,müessi<>r
torpaqdı,tor<>paqd<>ı
məzmunca,məz<>munc<>a
koruyo,kor<>uyo
bitməyi,bit<>məyi
çevik,çev<>ik
lirası,lira<>s<>ı
hərflə,hər<>flə
ərmağan,ərmağ<>a<>n
sörik,sör<>i<>k
tonunun,tonun<>u<>n
cudo,cud<>o
tüfenk,tüfen<>k
sürtünən,sür<>tünə<>n
canan,can<>an
aparma,apa<>r<>ma
sasnda,sasnd<>a
tacəddin,tacədd<>i<>n
gəldimi,gəl<>dim<>i
form,for<>m
göyərmiş,göyərm<>i<>ş
təkrar,tək<>rar
türklere,tür<>k<>lere
tquliyev,tquliy<>e<>v
edələr,edələ<>r
zərbycn,zər<>bycn
aktör,akt<>ör
kasıtlı,kasıt<>l<>ı
geliş,gel<>i<>ş
düzün,düz<>ün
göstəriş,gös<>t<>əriş
çatard,çat<>ard
ərziman,ərzim<>a<>n
dairsini,dairsi<>n<>i
güneşe,gün<>eşe
öyrə,öyr<>ə
çıxışımı,çıx<>ışımı
camalov,camalo<>v
öyrədir,öyr<>ə<>dir
saufdi,sauf<>d<>i
baxşərq,bax<>şər<>q
qonarım,qonarı<>m
balsanje,bal<>sanje
olunmas,olu<>n<>mas
mihver,mihv<>e<>r
mirasına,mirasın<>a
cüzidir,cüzid<>i<>r
taxıncaq,taxınc<>a<>q
durmişiz,durmiş<>i<>z
keçiddə,keç<>idd<>ə
işbhasan,işbhas<>a<>n
taralı,tar<>al<>ı
qurucusu,qur<>ucus<>u
gerçe,ger<>ç<>e
məncə,mən<>c<>ə
olardı,ola<>rdı
yurdunda,yurdund<>a
qtrm,qtr<>m
doğalgaz,doğ<>alga<>z
səfirlə,səf<>irlə
səfərlər,səf<>ərlər
simsiz,sim<>si<>z
yürekten,yürekt<>e<>n
kütbeyin,kütbey<>i<>n
serident,ser<>iden<>t
terimine,ter<>imine
etməzsə,etm<>əzs<>ə
league,leagu<>e
parekh,par<>ekh
adati,ada<>ti
vuku,vuk<>u
subaşı,subaş<>ı
bunca,bunc<>a
vuruşunu,vur<>uşun<>u
mövzusu,möv<>zusu
yoğurtta,yoğurtt<>a
pyerli,pyerl<>i
dönen,dön<>en
alınmaya,alı<>n<>maya
ashmore,ashmor<>e
isinməsi,isinmə<>s<>i
rahmanov,rahmano<>v
atan,ata<>n
tamamən,tam<>amə<>n
belədir,bel<>ədir
zlotisi,zloti<>s<>i
karib,kar<>ib
dillərdə,dil<>lərd<>ə
cant,can<>t
çalırla,çal<>ırl<>a
finalına,finalın<>a
çəkmişdi,çək<>mişdi
güloğlan,güloğl<>a<>n
kixan,kixa<>n
meybulla,meybul<>l<>a
zamansa,zamans<>a
azpromo,azprom<>o
düşməd,düş<>m<>əd
xpol,xpo<>l
unnar,unna<>r
öyünürə,öyünür<>ə
məhkəm,məh<>kəm
heydərli,hey<>dərli
keirilck,keirilc<>k
demeyin,dem<>eyi<>n
ötməsi,ötmə<>s<>i
axdığı,axdı<>ğ<>ı
gənliyi,gənli<>y<>i
malenkov,malenk<>o<>v
anlatiyo,anl<>atiy<>o
qualcomm,qualcom<>m
filankəs,fil<>ankə<>s
xasbək,xasb<>ə<>k
pveteran,pveter<>a<>n
tujia,tuji<>a
korona,kor<>on<>a
oymağı,oymağ<>ı
ixqçs,ixqç<>s
lafini,lafi<>n<>i
çirətuta,çirətut<>a
gəlmişim,gəl<>mişi<>m
baxımlı,bax<>ımlı
mənanın,mənan<>ı<>n
başlık,baş<>l<>ık
çalan,çal<>an
olarsa,ola<>rsa
cılğa,cılğ<>a
dərya,dər<>ya
derman,der<>man
inşaları,inşala<>r<>ı
versin,ver<>sin
keçirilm,keç<>i<>rilm
binyılda,binyıld<>a
təciri,təc<>ir<>i
etikanın,etikan<>ı<>n
üzrimiz,üzrim<>i<>z
turba,tur<>ba
smerti,smert<>i
firidun,firid<>u<>n
mirzyeva,mirzye<>v<>a
quzanlı,quzan<>l<>ı
tümüyle,tümüy<>l<>e
doğusunu,doğ<>usunu
seçilir,seç<>i<>lir
baxmaz,bax<>maz
gülnarə,gül<>narə
yətqin,yətq<>i<>n
buradadı,bur<>adad<>ı
atqafa,atqaf<>a
vizesi,vizes<>i
bulaqdan,bulaqd<>a<>n
oxford,oxfo<>r<>d
cedveli,cedve<>l<>i
mlli,mll<>i
muhabiri,muhabi<>r<>i
trasında,trasın<>d<>a
yazd,yaz<>d
əjinnə,əjin<>n<>ə
töreleri,törele<>r<>i
turizmə,tur<>izmə
etməsə,etm<>ə<>sə
tüpürckd,tüpürck<>d
ithaltı,ithalt<>ı
doğaldır,doğald<>ı<>r
kəsməli,kəs<>məl<>i
ikgfbaş,ikgfba<>ş
danışd,dan<>ı<>şd
sindhin,sindh<>i<>n
bulud,bul<>u<>d
addımıdı,addımıd<>ı
girişmək,gir<>işmək
borçları,bor<>çları
şərait,şər<>ait
teşvik,teşv<>i<>k
ırkların,ırkları<>n
adaları,ada<>ları
seyhun,seyh<>u<>n
emevler,emevl<>e<>r
anlay,anl<>a<>y
koğlek,koğl<>e<>k
qəbulda,qəbuld<>a
qaznt,qaz<>n<>t
dürtiye,dürtiy<>e
dalğanı,dalğan<>ı
orçoşan,orçoş<>a<>n
xəzanlı,xəzanl<>ı
salam,sal<>am
intikam,int<>ikam
excelin,exceli<>n
yaxşıya,yax<>şıya
edilmese,edi<>l<>mese
loyallıq,loyall<>ı<>q
oluşumun,olu<>şumun
drindn,drind<>n
dernekçe,der<>nekç<>e
əvəzində,əvəzind<>ə
farsçayı,farsçay<>ı
görülmek,gör<>ü<>lmek
çatmad,çat<>mad
nifadə,nifad<>ə
ideale,ide<>ale
kizlari,kizla<>r<>i
tökülmüş,tökülmü<>ş
tirilgə,tirilg<>ə
konuya,kon<>u<>ya
fərdinin,fərdin<>i<>n
qalırsa,qal<>ırs<>a
yanvarn,yan<>varn
buyruk,buyru<>k
yasaktir,yasakti<>r
geliri,gel<>i<>ri
aralıq,ara<>lıq
tevrizdə,tevriz<>d<>ə
təbiətli,təb<>iətli
meylli,mey<>lli
silib,sil<>ib
durum,dur<>um
uboram,ubora<>m
artarda,art<>ard<>a
pampara,pampa<>r<>a
qarlarn,qar<>lar<>n
düşme,düş<>m<>e
mövzulu,möv<>zulu
yazılmak,yaz<>ı<>lmak
marshall,mar<>shal<>l
hinoğlu,hinoğ<>l<>u
azərtac,azə<>r<>tac
sarkarak,sarkar<>a<>k
taraflı,tar<>aflı
butan,buta<>n
dollarla,dol<>larla
görsn,gör<>sn
kanda,kan<>da
qurulsun,quruls<>u<>n
dikecem,dikece<>m
yeldilər,yeldil<>ə<>r
elementi,ele<>menti
kübəli,kübəl<>i
oluşturd,olu<>şturd
edərdilə,edərdil<>ə
tağların,tağları<>n
kaolin,kaol<>i<>n
sevdim,sev<>dim
hayatını,hay<>atını
işlənmi,işl<>ə<>nmi
savaşi,sav<>aşi
anlatılı,anl<>a<>tılı
siprus,sipru<>s
daşınıb,daş<>ı<>nıb
üzrədir,üzrədi<>r
selcan,selca<>n
oxuması,oxu<>ması
manatlıq,man<>atlı<>q
qazancın,qaz<>a<>ncın
əbəsdi,əbəs<>d<>i
gələrsə,gəl<>ərsə
giyerler,giyerle<>r
çayir,çayi<>r
marna,mar<>n<>a
götürülr,göt<>ü<>rülr
istiləşd,ist<>i<>ləşd
bağçası,bağ<>çası
msqdil,msqd<>i<>l
yakov,yako<>v
zalından,zalınd<>a<>n
dokrotu,dokrot<>u
tuttukça,tut<>tukç<>a
xülasə,xülas<>ə
kıtada,kıtad<>a
lokmaçı,lokmaç<>ı
hayber,hayb<>e<>r
düzgündü,düz<>gündü
zeklı,zekl<>ı
səhət,səh<>ət
alıbla,alı<>bl<>a
bayaq,bay<>aq
steam,stea<>m
utrext,utrex<>t
müsteşar,müs<>teşa<>r
bulunsa,bul<>uns<>a
günüdür,gün<>üdür
olgudu,olgud<>u
pahasına,pahası<>n<>a
kuşun,kuşu<>n
almazla,alm<>azl<>a
yarabbi,yar<>abb<>i
faydası,faydas<>ı
evimizə,evimiz<>ə
meşaya,meşay<>a
şerefeyi,şerefey<>i
nəliyev,nəliy<>e<>v
results,res<>ult<>s
müqdds,müqdd<>s
kimse,kim<>se
tanınmaz,tan<>ı<>nmaz
bulduğu,bul<>duğ<>u
çəkinmi,çək<>inmi
kavmin,kavmi<>n
terimi,ter<>imi
dyildi,dyil<>d<>i
kəbinini,kəbini<>n<>i
verəli,ver<>əl<>i
göyçəsiz,göyçəs<>i<>z
aram,ara<>m
basında,bas<>ınd<>a
pirinin,pirini<>n
mahmudov,mah<>mudov
verərlər,ver<>ərlə<>r
göçüne,göçün<>e
plasido,pla<>sid<>o
şəraitdə,şər<>aitdə
lvovna,lvov<>n<>a
mərhum,mər<>hum
qazan,qaz<>a<>n
doludur,dol<>udu<>r
doğum,doğ<>um
litrə,litr<>ə
luxum,luxu<>m
yazdıgı,yaz<>dıg<>ı
olunurla,olu<>nurl<>a
bursada,bur<>sad<>a
araçları,ara<>çları
gətirmiş,gət<>i<>rmiş
yakalşık,yakalşı<>k
əlavəli,əla<>vəli
yigitlər,yigitl<>ə<>r
ardaha,ardah<>a
halinde,hal<>inde
yaxdi,yax<>di
krizleri,krizler<>i
çağların,çağ<>ların
dicle,dicl<>e
yuğurlar,yuğurl<>a<>r
fəcr,fəc<>r
şevket,şevke<>t
qoşa,qoş<>a
dövrəsi,döv<>rəsi
diyerux,diyeru<>x
çamaşır,çamaş<>ı<>r
karşında,kar<>şınd<>a
dedirza,dedirz<>a
düzəliş,düz<>əliş
qarışmı,qar<>ışmı
dilçili,dil<>çili
arkaik,arkai<>k
kayan,kay<>an
peqoraro,peqorar<>o
komşusu,kom<>şusu
kazanda,kaz<>anda
gidişini,gidişi<>n<>i
otlayır,otlayı<>r
yöndeki,yönde<>k<>i
opsional,opsiona<>l
auranın,auran<>ı<>n
kerkükte,kerkükt<>e
alaman,ala<>man
kükürt,kükür<>t
ömrümdür,ömrümdü<>r
lataste,latast<>e
karın,kar<>ın
skarboro,skarbor<>o
açarına,açarı<>n<>a
azərbycn,azə<>r<>bycn
aradığı,ara<>dığı
olurdula,olu<>rdul<>a
olar,ola<>r
marjası,mar<>jas<>ı
çatacağı,çat<>acağı
kulanın,kulan<>ı<>n
arsızca,arsızc<>a
karteldə,kar<>teld<>ə
ərbaycan,ərbayc<>a<>n
yaşadan,yaş<>a<>dan
baskın,bas<>kın
matçında,matçın<>d<>a
bilinçli,bil<>i<>nçli
derjalsə,der<>jals<>ə
trabizon,trabiz<>o<>n
oğulluğa,oğulluğ<>a
yoshlar,yoshl<>a<>r
xaldan,xald<>a<>n
etmişlər,etm<>işlər
sogdiana,sogdia<>n<>a
basqılar,bas<>qıla<>r
kendince,kendinc<>e
adbaad,adbaa<>d
keçmi,keç<>mi
bağlanıb,bağ<>l<>anıb
fakiridi,fakiri<>d<>i
atergate,atergat<>e
yapım,yap<>ı<>m
çevrilə,çev<>r<>ilə
rövşənin,rövşən<>i<>n
jointly,jointl<>y
dünqür,dünqü<>r
sedrinin,sedrin<>i<>n
kimisini,kim<>isin<>i
salamis,sal<>ami<>s
səhrada,səh<>rad<>a
sarablı,sar<>abl<>ı
çıxırdı,çıx<>ırdı
nəçün,nəçü<>n
projeni,pro<>jen<>i
damclarn,damclar<>n
almış,alm<>ış
bölgesi,böl<>gesi
əflatın,əflatı<>n
böcəklər,böcəklə<>r
andican,andic<>a<>n
correctl,correct<>l
indiana,indian<>a
qəndab,qənda<>b
dönemin,dön<>emin
masıyla,masıy<>l<>a
donqar,donqa<>r
bekker,bekk<>e<>r
sözlr,söz<>lr
harbinin,harbin<>i<>n
frysk,frys<>k
peynirin,peyniri<>n
aecsd,aecs<>d
korund,kor<>und
klevat,kleva<>t
toplayı,top<>l<>ayı
öyrənə,öyr<>ə<>nə
hicaz,hica<>z
birindən,bir<>ində<>n
getirmi,get<>irmi
işlənird,işl<>ənir<>d
oxuc,oxu<>c
trnsaylı,trnsay<>l<>ı
sifətinə,sifətin<>ə
verərək,ver<>ərə<>k
bşti,bşt<>i
kurtulur,kur<>tulur
dipnotta,dipnott<>a
kiyevdə,kiyevd<>ə
epeiros,epeiro<>s
kövdə,kövd<>ə
tplmış,tplm<>ı<>ş
belbax,bel<>bax
qazanan,qaz<>a<>nan
südbayaz,südbaya<>z
tebük,tebü<>k
vsiqlri,vsiql<>r<>i
kupeləri,kupelə<>r<>i
kompte,kom<>pt<>e
yandırıb,yan<>dırıb
xanimi,xanim<>i
silhlı,sil<>hlı
ərazidən,ərazidə<>n
meleğini,meleği<>n<>i
sayğacla,say<>ğacla
verdik,ver<>dik
adindan,adind<>a<>n
rinqdə,rinqd<>ə
contents,content<>s
middlton,middlt<>o<>n
server,ser<>ver
iradəli,iradəl<>i
mənadadı,mən<>adad<>ı
şəfaqət,şəfaqə<>t
marjinal,mar<>jina<>l
saxlama,sax<>l<>ama
mindəri,min<>dəri
cypern,cyper<>n
peniya,peniy<>a
kompüter,kom<>p<>üter
qarabağ,qar<>a<>bağ
çançur,çanç<>u<>r
təşviş,təş<>viş
çiçəqin,çiçəq<>i<>n
abiaş,abia<>ş
kullanın,kul<>l<>anın
mantıkla,man<>tıkla
uçarının,uçarını<>n
göründ,gör<>ü<>nd
keje,kej<>e
canın,can<>ın
zenfone,zenfo<>n<>e
avanslar,avansl<>a<>r
devils,dev<>il<>s
salahov,sal<>ahov
ptolemy,ptolem<>y
teror,ter<>or
gəlməyi,gəl<>məyi
vurmayan,vur<>maya<>n
dolduğu,dol<>duğ<>u
iqrar,iqra<>r
nmalko,nmalk<>o
süreci,sür<>eci
nəinki,nəin<>k<>i
sirayət,sirayə<>t
anmaqdan,anmaqd<>a<>n
istərdik,ist<>ə<>rdik
səbzəvar,səbzəv<>a<>r
eveleyip,eveleyi<>p
təlim,təl<>im
avropanı,avropan<>ı
file,fil<>e
ginevra,ginev<>r<>a
qalibi,qal<>ibi
droqal,droq<>a<>l
aktına,akt<>ın<>a
maraqli,mar<>aqli
pişirmiş,pişirmi<>ş
alanlar,ala<>nlar
tərzidi,tər<>zid<>i
ekremn,ekrem<>n
izinsiz,izins<>i<>z
gecikmiş,gecikmi<>ş
duya,duy<>a
buluşun,bul<>u<>şun
cihət,cihə<>t
yusubova,yusubov<>a
vuqar,vuq<>a<>r
dağınıq,dağ<>ı<>nıq
araza,ara<>za
halktı,hal<>kt<>ı
müddətə,müd<>dətə
üyesidir,üyesid<>i<>r
kimiyik,kim<>iyi<>k
tanıdıb,tan<>ı<>dıb
saytdakı,say<>tdak<>ı
sevindim,sev<>i<>ndim
arasənda,arasən<>d<>a
tore,tor<>e
amalları,amallar<>ı
ödəməni,ödə<>mən<>i
qırması,qırmas<>ı
hərrac,hər<>rac
almıra,alm<>ıra
hocanın,hocan<>ı<>n
değişen,değ<>işen
quliqar,quliq<>a<>r
yarin,yar<>in
piketin,piketi<>n
gəlmir,gəl<>mir
scripts,script<>s
sarıklar,sarıkl<>a<>r
nəvvabla,nəvvabl<>a
edenin,edeni<>n
arazisi,ara<>zisi
yengmax,yen<>gmax
blankda,blankd<>a
edilin,edi<>l<>in
vurd,vur<>d
sınırını,sın<>ırını
serbiya,ser<>biya
iklimsel,iklimse<>l
yazmağa,yaz<>mağa
ksini,ksin<>i
sarı,sar<>ı
hsıl,hsı<>l
yaranış,yar<>a<>nış
sarfi,sar<>fi
izberbaş,izberba<>ş
istidn,ist<>i<>dn
resursun,res<>ursun
çekçe,çekç<>e
daayen,daay<>e<>n
yanğınla,yan<>ğınl<>a
dupduri,dupdu<>r<>i
tainki,tain<>k<>i
jadugər,jadug<>ə<>r
qurğunun,qur<>ğunun
mueller,muelle<>r
isaxanlı,isaxan<>l<>ı
plan,pla<>n
imgelere,imgeler<>e
anlamağı,anl<>a<>mağı
sındırd,sın<>dırd
koridor,kor<>idor
xadimdi,xadimd<>i
kemanin,keman<>i<>n
almişa,alm<>iş<>a
auditlər,auditl<>ə<>r
saniyədə,san<>iyəd<>ə
sürse,sür<>se
sərgilər,sər<>gilər
mutevin,mutev<>i<>n
xərcdən,xərcd<>ə<>n
balonunu,bal<>onunu
gücl,güc<>l
məktəbli,mək<>təbli
vacibdi,vacibd<>i
devamını,dev<>amın<>ı
korbyer,kor<>byer
görüşürü,gör<>ü<>şürü
qurtaran,qur<>taran
taxılan,taxıla<>n
toprağ,top<>rağ
çeşidinə,çeşidin<>ə
aparırmı,apa<>r<>ırmı
seviri,sev<>i<>ri
olmadiği,olm<>adiğ<>i
siyaset,siy<>a<>set
tutuklu,tut<>u<>klu
əlində,əli<>nd<>ə
dinleri,din<>leri
tərək,tər<>ə<>k
nümayiş,nüm<>ayiş
çıxmamış,çıx<>mamı<>ş
amblemin,amblem<>i<>n
artdığı,art<>dığı
jean,jea<>n
eyməliyi,eyməli<>y<>i
kurak,kur<>ak
qəribov,qəribo<>v
qoşması,qoş<>ması
pencabın,pencabı<>n
leonedə,leone<>d<>ə
ndəqiqə,ndəqiq<>ə
qürbətdə,qürbətd<>ə
metodlar,met<>odlar
vtutayuk,vtutayu<>k
kurucusu,kur<>u<>cusu
ckramb,ckram<>b
sahne,sah<>ne
zeplin,zepl<>i<>n
doğursa,doğ<>ursa
sayan,say<>an
pavel,pave<>l
seviyesi,sev<>i<>yesi
yarışa,yar<>ı<>şa
kurtuba,kur<>tub<>a
şarovarı,şarova<>r<>ı
qohumdu,qohumd<>u
munamgi,munamg<>i
çekimser,çekims<>e<>r
intelsat,int<>elsa<>t
işlemin,işl<>emin
imicinə,imicin<>ə
şubin,şubi<>n
arfanı,arfan<>ı
bozulsun,bozuls<>u<>n
kərənfil,kərənf<>i<>l
yulafdan,yulafd<>a<>n
versiyas,ver<>siyas
çatdıraq,çat<>d<>ıraq
söylerle,söy<>lerl<>e
hikmetse,hikmets<>e
elemanı,ele<>manı
qslri,qsl<>r<>i
dağma,dağ<>m<>a
reponun,repon<>u<>n
kəniz,kəni<>z
sarayda,sar<>ayd<>a
qurğuya,qur<>ğuy<>a
səhvlərə,səh<>vlər<>ə
eftaltit,eftalti<>t
oxunubp,oxu<>nubp
cavax,cav<>a<>x
ediyeru,edi<>yeru
karlos,kar<>los
hughes,hughe<>s
aynıdı,aynıd<>ı
bakuteln,bak<>uteln
qülzədə,qülzə<>d<>ə
vurmayı,vur<>mayı
hunharca,hunharc<>a
plajı,pla<>j<>ı
gazın,gazı<>n
mayotte,mayott<>e
kimlerin,kim<>leri<>n
türkoğlu,tür<>k<>oğlu
geleceğ,gel<>eceğ
tuta,tut<>a
üçlükdən,üçlükd<>ə<>n
zərbəsi,zər<>bəsi
göyçənin,göyçən<>i<>n
tökürlər,tökürl<>ə<>r
isazadə,isaza<>d<>ə
kndd,knd<>d
parmaqda,parmaq<>d<>a
seine,sein<>e
axtaraca,axtarac<>a
makifin,makif<>i<>n
mənəmşə,mən<>əmş<>ə
sıklaşı,sıklaş<>ı
gtirdiyi,gtirdi<>y<>i
jhelum,jhelu<>m
yaptırd,yap<>tırd
köyten,köyt<>e<>n
neer,nee<>r
olmazdı,olm<>a<>zdı
uorren,uorr<>e<>n
yolun,yol<>un
geymiş,geymi<>ş
baxtsız,baxts<>ı<>z
milyarda,mil<>yarda
hüdudsuz,hüdudsu<>z
marksizm,mar<>ksizm
zavodudu,zavodud<>u
əlyazısı,əlyazı<>s<>ı
neuchtel,neuchte<>l
yeyilür,yeyilü<>r
babazadə,babaza<>d<>ə
təhlil,təh<>lil
peykinin,peykin<>i<>n
təbib,təb<>ib
yanuxli,yan<>uxl<>i
ellerde,ellerd<>e
çokluğu,çokluğ<>u
savaşta,sav<>aşta
islamız,islamı<>z
balı,bal<>ı
göni,gön<>i
bundakı,bundak<>ı
alış,alı<>ş
yaratmd,yar<>a<>tmd
davanızı,dav<>anız<>ı
harfle,har<>fle
kullanıp,kul<>l<>anıp
akalar,akala<>r
ladına,ladı<>n<>a
davamıdı,dav<>amıd<>ı
kktcnin,kktcn<>i<>n
girişt,gir<>işt
davraniş,dav<>rani<>ş
yaparaq,yap<>araq
amilidi,amilid<>i
etmek,etm<>ek
gəlməyə,gəl<>məyə
yaşaya,yaş<>a<>ya
açılıbdı,açı<>lıbd<>ı
ngəncəvi,ngəncəv<>i
qafarlı,qafarl<>ı
patinka,patin<>k<>a
ştanı,ştan<>ı
moinşak,moinş<>a<>k
akşit,akşi<>t
guccione,guccio<>n<>e
kartner,kar<>tne<>r
karşıla,kar<>şıla
komşuya,kom<>şuy<>a
seçi,seç<>i
qaçdılar,qaçdıl<>a<>r
stikeri,stiker<>i
təpindi,təpin<>d<>i
bilməniz,bil<>məni<>z
bulqur,bul<>qu<>r
xejo,xej<>o
sözcüğe,söz<>cüğe
anama,ana<>ma
baykuşi,bay<>kuş<>i
qüssədə,qüssəd<>ə
arpasi,arpas<>i
nöbəti,nöbə<>t<>i
yiğincaq,yiğinc<>a<>q
musanın,musan<>ı<>n
ksimi,ksim<>i
russel,russe<>l
şimşeki,şimşe<>k<>i
snayders,snayder<>s
anzus,anzu<>s
mərhumun,mər<>humu<>n
zarxoş,zarxo<>ş
gözümlə,göz<>üml<>ə
klaipeda,klaipe<>d<>a
minən,min<>ən
sarayevo,sar<>ayevo
zonada,zonad<>a
rudəki,rudə<>k<>i
notdan,notd<>a<>n
ilğım,ilğı<>m
naçalnik,naçaln<>i<>k
naxurdev,naxurd<>e<>v
şənlikdə,şənlikd<>ə
qağvi,qağv<>i
konulma,kon<>u<>lma
smetaya,smetay<>a
furuci,furuc<>i
aranma,ara<>nma
denikin,denik<>i<>n
gəliyer,gəl<>iyer
gedibmi,gedibm<>i
pyesində,pyesind<>ə
bingöl,bingö<>l
pusquda,pusqud<>a
yeongjo,yeongj<>o
vokalist,vokalis<>t
anlarda,anl<>ard<>a
girdi,gir<>di
payanda,pay<>anda
qətərin,qətər<>i<>n
canlılar,can<>lılar
dövriyyə,döv<>riyyə
yaymaqdı,yay<>maqd<>ı
yarattı,yar<>a<>ttı
bədənli,bədənl<>i
olmiş,olm<>iş
arada,ara<>da
quranda,qur<>and<>a
parsa,par<>sa
bildirək,bil<>d<>irək
miatsum,miatsu<>m
basdrlm,bas<>drl<>m
slaveyce,slaveyc<>e
nntəqəni,nntəqən<>i
atladığı,atladı<>ğ<>ı
adamlara,ada<>mlara
toplanma,top<>l<>anma
çıxdıq,çıx<>dıq
safilo,safil<>o
vermişt,ver<>m<>işt
sıkışmış,sıkışmı<>ş
qıraxdın,qıraxdı<>n
süredir,sür<>edi<>r
cəhətini,cəhəti<>n<>i
yanaşılı,yan<>aşılı
kıyılır,kıyılı<>r
deyimine,dey<>i<>mine
yaşamax,yaş<>a<>max
nşuşanın,nşuşan<>ı<>n
mindn,min<>dn
ağsudakı,ağsuda<>k<>ı
germany,ger<>many
sabirin,sabiri<>n
cəsədini,cəsədi<>n<>i
kobzar,kobz<>a<>r
tpsplita,tpsplit<>a
kesilsin,kesils<>i<>n
önlerine,önleri<>n<>e
ağuşuna,ağuşu<>n<>a
almaması,alm<>amas<>ı
xüsusidi,xüsusid<>i
slovence,slovenc<>e
görünün,gör<>ü<>nün
yazıldi,yaz<>ı<>ldi
aranan,ara<>na<>n
axaraz,axara<>z
kürdlərə,kürdlər<>ə
ilduqca,ilduqc<>a
işmizə,işmiz<>ə
hallarna,hal<>larn<>a
önəmdə,önəmd<>ə
varsa,var<>sa
harov,har<>ov
rtayyip,rtayyi<>p
məktum,mək<>tum
chpliyim,chpliyi<>m
məjhul,məjhu<>l
düzənlik,düz<>ənlik
şlüzü,şlüz<>ü
şəxsidi,şəxsid<>i
çəkdirib,çək<>dirib
sisçil,sis<>çil
beyden,beyde<>n
patoloji,patoloj<>i
zodda,zod<>d<>a
yübileyi,yübile<>y<>i
qotika,qoti<>k<>a
terki,ter<>ki
kapla,kap<>la
sünqi,sünq<>i
grönland,grönla<>n<>d
pilotla,pilotl<>a
söykənib,söy<>kənib
mərdi,mər<>di
göstərmə,gös<>t<>ərmə
sürd,sür<>d
biləni,bil<>əni
senatına,senatı<>n<>a
singapor,sin<>gapor
usanmadı,usanma<>d<>ı
reblog,reblo<>g
gomlegi,gomleg<>i
dedilər,dedilə<>r
adlarına,adl<>a<>rına
jestinə,jestin<>ə
nöqtəni,nöqtən<>i
korku,kor<>ku
şeneba,şeneb<>a
tutmak,tut<>mak
heyvanın,hey<>vanı<>n
hssas,hssa<>s
peteksin,peteks<>i<>n
pipiyi,pipiy<>i
yüzde,yüz<>de
eşmək,eşmə<>k
persleri,per<>sleri
salınıb,sal<>ınıb
bölgüs,böl<>güs
üzvüsünü,üzvüsün<>ü
fəracemi,fər<>acem<>i
ərəcəbli,ərəcəb<>l<>i
merrill,merril<>l
addmlarn,addmlar<>n
finex,fine<>x
satışa,sat<>ışa
sarsılan,sar<>sıla<>n
ödəməmiş,ödəməm<>i<>ş
peşkar,peşka<>r
toprağa,top<>rağa
formadan,for<>m<>adan
inanc,ina<>nc
şəhriyev,şəh<>riye<>v
axialei,axiale<>i
sayısı,say<>ısı
mahur,mah<>ur
etməl,etm<>ə<>l
bilgin,bil<>gin
guyanası,guyanas<>ı
alınız,alı<>n<>ız
kpmg,kpm<>g
sənətçi,sən<>ə<>tçi
talanlar,talanl<>a<>r
licenap,licena<>p
molalar,molal<>a<>r
vurmuşdu,vur<>muşdu
dövrlə,döv<>rlə
cidağu,cidağ<>u
çıkarıcı,çık<>arıc<>ı
tütəyin,tütəy<>i<>n
binden,binde<>n
qoşulma,qoş<>ulma
xorozin,xoroz<>i<>n
vebali,vebal<>i
üçüncüdü,üçüncüd<>ü
səhno,səh<>no
tumurcuq,tumurcu<>q
ülkesiyd,ülkesiy<>d
yanıram,yan<>ıra<>m
düşərək,düş<>ərə<>k
özlemini,özlemin<>i
düyməyə,düyməy<>ə
əməldə,əmə<>ld<>ə
alaşağı,alaşa<>ğ<>ı
öslinge,ösling<>e
sarığın,sarığ<>ı<>n
kuranı,kur<>anı
ilanında,ilanınd<>a
ağasi,ağa<>si
muazzam,muazza<>m
demax,dem<>ax
milis,mil<>is
ğafur,ğaf<>u<>r
açıqlana,açı<>qlana
götürülü,göt<>ü<>rülü
turkmel,tur<>kmel
irkçılık,irkçılı<>k
şəfəqin,şəfəqi<>n
yaşımda,yaş<>ımd<>a
azalmışd,aza<>lmışd
şərhini,şər<>hini
gecenin,gecen<>i<>n
behcət,behcə<>t
yeniliy,yen<>i<>liy
qald,qal<>d
təqvimdə,təqvimd<>ə
etməsən,etm<>ə<>sən
bakşı,bak<>ş<>ı
oturursa,otururs<>a
yansı,yan<>sı
hönkürtü,hönkürt<>ü
tayfadan,tayfad<>a<>n
qoyurla,qoy<>url<>a
korkak,kor<>kak
yöneld,yön<>eld
unique,uniqu<>e
atinada,atina<>d<>a
güneydən,gün<>eydə<>n
kəsəcə,kəs<>əcə
kvmili,kvmi<>l<>i
tanımağa,tan<>ı<>mağa
dino,din<>o
barmaqla,bar<>maqla
qaynayı,qay<>nayı
iradına,iradın<>a
gedarla,gedar<>l<>a
cecerek,cecer<>e<>k
nəzrin,nəz<>ri<>n
atanızla,ata<>nızl<>a
saxlay,sax<>l<>ay
utilized,utilize<>d
örtmüş,örtmü<>ş
serqey,ser<>qe<>y
keçmiyer,keçmiy<>e<>r
kremldə,kreml<>d<>ə
musluğu,mus<>luğu
salinger,saling<>e<>r
konar,kon<>ar
alınmaq,alı<>n<>maq
